"Sorting.code","Mesh.size","Leaf.condition","Genus","latitude","longitude","mean_kd","mean_mean_daily_temp","Citation"
1,"coarse","senesced","Eucalyptus",40.1822,-8.2337,0.0096,11.5,"Gama et al. 2007 International Review of Hydrobiology"
3,"fine","senesced","Eucalyptus",40.1822,-8.2337,0.00895,11.5,"Gama et al. 2007 International Review of Hydrobiology"
5,"coarse","senesced","Populus",51.163,-114.1952,0.00908333333333333,2,"Garden and Davies 1988 Freshwater Biology"
21,"coarse","senesced","Alnus",40.6,-8.14,0.0295,10.6,"Goncalves et al. 2006 JNABS"
22,"fine","senesced","Alnus",40.6,-8.14,0.0166,10.6,"Goncalves et al. 2006 JNABS"
23,"coarse","senesced","Alnus",37.28,-8.01,0.0137,13.3,"Goncalves et al. 2006 JNABS"
24,"fine","senesced","Alnus",37.28,-8.01,0.0093,13.3,"Goncalves et al. 2006 JNABS"
25,"coarse","senesced","Alnus",-19.164,-43.312,0.0136,15.5,"Goncalves et al. 2006 JNABS"
26,"fine","senesced","Alnus",-19.164,-43.312,0.0143,15.5,"Goncalves et al. 2006 JNABS"
27,"coarse","senesced","Protium",40.06,-8.14,0.0056,13.7,"Goncalves et al. 2007 Freshwater Biology"
28,"fine","senesced","Protium",40.06,-8.14,0.00465,13.7,"Goncalves et al. 2007 Freshwater Biology"
31,"coarse","senesced","Protium",-19.1604,-43.3102,0.0021,15.5,"Goncalves et al. 2007 Freshwater Biology"
32,"fine","senesced","Protium",-19.1604,-43.3102,0.0016,15.5,"Goncalves et al. 2007 Freshwater Biology"
33,"coarse","senesced","Pinus",45.12,-8.25,0.0039,14.3,"Graca and Pereira 1995"
34,"fine","senesced","Pinus",45.12,-8.25,0.0026,14.3,"Graca and Pereira 1995"
35,"coarse","senesced","Alnus",40.0444,-8.121,0.0461,10.7,"Gulis et al. 2006 Freshwater Biology"
36,"coarse","senesced","Alnus",40.3201,-8.0915,0.1124,11,"Gulis et al. 2006 Freshwater Biology"
37,"coarse","senesced","Alnus",40.0521,-8.1206,0.0393,10.6,"Gulis et al. 2006 Freshwater Biology"
38,"coarse","senesced","Alnus",40.3205,-8.0931,0.0447,10.8,"Gulis et al. 2006 Freshwater Biology"
39,"coarse","senesced","Alnus",40.3544,-8.103,0.0692,9.5,"Gulis et al. 2006 Freshwater Biology"
40,"coarse","senesced","Alnus",40.3412,-8.0904,0.0667,10.7,"Gulis et al. 2006 Freshwater Biology"
41,"coarse","senesced","Alnus",40.3159,-8.1353,0.0211,11.5,"Gulis et al. 2006 Freshwater Biology"
42,"coarse","senesced","Alnus",40.3404,-8.0903,0.0898,11,"Gulis et al. 2006 Freshwater Biology"
43,"coarse","senesced","Alnus",40.3129,-8.1108,0.0501,10.3,"Gulis et al. 2006 Freshwater Biology"
44,"coarse","senesced","Alnus",40.3228,-8.0718,0.1482,11,"Gulis et al. 2006 Freshwater Biology"
45,"coarse","senesced","Quercus",40.0444,-8.121,0.0223,10.7,"Gulis et al. 2006 Freshwater Biology"
46,"coarse","senesced","Quercus",40.3201,-8.0915,0.0606,11,"Gulis et al. 2006 Freshwater Biology"
47,"coarse","senesced","Quercus",40.0521,-8.1206,0.0146,10.6,"Gulis et al. 2006 Freshwater Biology"
48,"coarse","senesced","Quercus",40.3205,-8.0931,0.0257,10.8,"Gulis et al. 2006 Freshwater Biology"
49,"coarse","senesced","Quercus",40.3544,-8.103,0.0099,9.5,"Gulis et al. 2006 Freshwater Biology"
50,"coarse","senesced","Quercus",40.3412,-8.0904,0.0195,10.7,"Gulis et al. 2006 Freshwater Biology"
51,"coarse","senesced","Quercus",40.3159,-8.1353,0.0077,11.5,"Gulis et al. 2006 Freshwater Biology"
52,"coarse","senesced","Quercus",40.3404,-8.0903,0.0366,11,"Gulis et al. 2006 Freshwater Biology"
53,"coarse","senesced","Quercus",40.3129,-8.1108,0.0163,10.3,"Gulis et al. 2006 Freshwater Biology"
54,"coarse","senesced","Quercus",40.3228,-8.0718,0.0516,11,"Gulis et al. 2006 Freshwater Biology"
55,"fine","senesced","Alnus",40.0444,-8.121,0.0208,10.7,"Gulis et al. 2006 Freshwater Biology"
56,"fine","senesced","Alnus",40.3201,-8.0915,0.0252,11,"Gulis et al. 2006 Freshwater Biology"
57,"fine","senesced","Alnus",40.0521,-8.1206,0.0234,10.6,"Gulis et al. 2006 Freshwater Biology"
58,"fine","senesced","Alnus",40.3205,-8.0931,0.0194,10.8,"Gulis et al. 2006 Freshwater Biology"
59,"fine","senesced","Alnus",40.3544,-8.103,0.013,9.5,"Gulis et al. 2006 Freshwater Biology"
60,"fine","senesced","Alnus",40.3412,-8.0904,0.0203,10.7,"Gulis et al. 2006 Freshwater Biology"
61,"fine","senesced","Alnus",40.3159,-8.1353,0.0163,11.5,"Gulis et al. 2006 Freshwater Biology"
62,"fine","senesced","Alnus",40.3404,-8.0903,0.0267,11,"Gulis et al. 2006 Freshwater Biology"
63,"fine","senesced","Alnus",40.3129,-8.1108,0.0216,10.3,"Gulis et al. 2006 Freshwater Biology"
64,"fine","senesced","Alnus",40.3228,-8.0718,0.0314,11,"Gulis et al. 2006 Freshwater Biology"
65,"fine","senesced","Quercus",40.0444,-8.121,0.0083,10.7,"Gulis et al. 2006 Freshwater Biology"
66,"fine","senesced","Quercus",40.3201,-8.0915,0.0108,11,"Gulis et al. 2006 Freshwater Biology"
67,"fine","senesced","Quercus",40.0521,-8.1206,0.0083,10.6,"Gulis et al. 2006 Freshwater Biology"
68,"fine","senesced","Quercus",40.3205,-8.0931,0.0092,10.8,"Gulis et al. 2006 Freshwater Biology"
69,"fine","senesced","Quercus",40.3544,-8.103,0.0043,9.5,"Gulis et al. 2006 Freshwater Biology"
70,"fine","senesced","Quercus",40.3412,-8.0904,0.0089,10.7,"Gulis et al. 2006 Freshwater Biology"
71,"fine","senesced","Quercus",40.3159,-8.1353,0.0068,11.5,"Gulis et al. 2006 Freshwater Biology"
72,"fine","senesced","Quercus",40.3404,-8.0903,0.0125,11,"Gulis et al. 2006 Freshwater Biology"
73,"fine","senesced","Quercus",40.3129,-8.1108,0.0086,10.3,"Gulis et al. 2006 Freshwater Biology"
74,"fine","senesced","Quercus",40.3228,-8.0718,0.0108,11,"Gulis et al. 2006 Freshwater Biology"
75,"coarse","senesced","Alnus",62,26,0.019,2.6,"Haapala et al. 2001 JNABS"
76,"coarse","senesced","Betula",62,26,0.011,2.6,"Haapala et al. 2001 JNABS"
77,"coarse","senesced","Salix",62,26,0.005,2.6,"Haapala et al. 2001 JNABS"
78,"coarse","green","Melicytus",-38.0028,175.2654,0.0507,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
79,"coarse","senesced","Betula",-38.0028,175.2654,0.0325,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
80,"coarse","senesced","Alnus",-38.0028,175.2654,0.0216,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
82,"coarse","senesced","Nothofagus",-38.0028,175.2654,0.0103,14.5,"Hicks and Laboyrie 1999 NZ Journal of Marine and Freshwater Research"
85,"coarse","senesced","Acer",41.4606,-73.5609,0.0284,7,"Hill and Perrotte 1995 Hydrobiologia"
121,"coarse","senesced","Liriodendron",33.1309,-86.2934,0.023,10.9,"Howe and Suberkropp 1994 Archiv fur Hydrobiologia"
122,"fine","senesced","Liriodendron",33.1309,-86.2934,0.007,10.9,"Howe and Suberkropp 1994 Archiv fur Hydrobiologia"
123,"coarse","senesced","Acer",35.11,-83.363,0.02465,9.1,"Hutchens and Wallace 2002 Ecosystems"
125,"coarse","senesced","Zea",40.4156,-87.2512,0.01955,5,"Griffiths et al. 2009 Ecological Applications"
127,"coarse","senesced","Zea",40.3634,-87.1125,0.01855,4.5,"Griffiths et al. 2009 Ecological Applications"
129,"coarse","senesced","Zea",40.3719,-87.2539,0.0159,5.3,"Griffiths et al. 2009 Ecological Applications"
131,"coarse","senesced","Alnus",40.05,-8.12,0.0217,11.3,"Abelho 2008 International Review of Hydrobiology"
132,"coarse","senesced","Castanea",40.05,-8.12,0.0197,13.94,"Abelho 2008 International Review of Hydrobiology"
133,"coarse","green","Quercus",40.05,-8.12,0.0209,11.3,"Abelho 2008 International Review of Hydrobiology"
134,"coarse","senesced","Alnus",40.1822,-8.2337,0.0413,12.5,"Abelho 2009a International Review of Hydrobiology_Leaf litter mixtures"
135,"coarse","senesced","Castanea",40.1822,-8.2337,0.0183,12.5,"Abelho 2009a International Review of Hydrobiology_Leaf litter mixtures"
136,"coarse","green","Quercus",40.1822,-8.2337,0.0138,12.5,"Abelho 2009a International Review of Hydrobiology_Leaf litter mixtures"
141,"coarse","senesced","Zea",41.617,-84.8619,0.0128,0.8,"Griffiths et al. 2012 Freshwater Science "
143,"coarse","senesced","Leersia",41.617,-84.8619,0.00495,0.8,"Griffiths et al. 2012 Freshwater Science "
145,"coarse","senesced","Phalaris",41.617,-84.8619,0.00315,0.8,"Griffiths et al. 2012 Freshwater Science "
147,"coarse","senesced","Zea",41.7094,-84.5161,0.01015,0.8,"Griffiths et al. 2012 Freshwater Science "
149,"coarse","senesced","Leersia",41.7094,-84.5161,0.00415,0.8,"Griffiths et al. 2012 Freshwater Science "
151,"coarse","senesced","Phalaris",41.7094,-84.5161,0.0026,0.8,"Griffiths et al. 2012 Freshwater Science "
153,"coarse","senesced","Zea",40.2181,-84.3756,0.0169,1,"Griffiths et al. 2012 Freshwater Science "
155,"coarse","senesced","Leersia",40.2181,-84.3756,0.0055,1,"Griffiths et al. 2012 Freshwater Science "
157,"coarse","senesced","Phalaris",40.2181,-84.3756,0.00355,1,"Griffiths et al. 2012 Freshwater Science "
159,"coarse","senesced","Zea",41.2214,-86.0453,0.02415,3.3,"Griffiths et al. 2012 Freshwater Science "
161,"coarse","senesced","Leersia",41.2214,-86.0453,0.01155,3.3,"Griffiths et al. 2012 Freshwater Science "
163,"coarse","senesced","Phalaris",41.2214,-86.0453,0.0049,3.3,"Griffiths et al. 2012 Freshwater Science "
165,"coarse","senesced","Alnus",34.24,-111.38,0.0174142857142857,17.0285714285714,"LeRoy and Marks 2006 Freshwater Biology"
166,"coarse","senesced","Alnus",35.02,-111.43,0.0199,7.9,"LeRoy and Marks 2006 Freshwater Biology"
167,"coarse","senesced","Alnus",34.41,-111.41,0.0173,8,"LeRoy and Marks 2006 Freshwater Biology"
168,"coarse","senesced","Fraxinus",34.24,-111.38,0.0138,12.6,"LeRoy and Marks 2006 Freshwater Biology"
169,"coarse","senesced","Fraxinus",35.02,-111.43,0.0172,7.9,"LeRoy and Marks 2006 Freshwater Biology"
170,"coarse","senesced","Fraxinus",34.41,-111.41,0.0151,8,"LeRoy and Marks 2006 Freshwater Biology"
171,"coarse","senesced","Platanus",34.24,-111.38,0.00563333333333333,15.0333333333333,"LeRoy and Marks 2006 Freshwater Biology"
172,"coarse","senesced","Platanus",35.02,-111.43,0.0121,7.9,"LeRoy and Marks 2006 Freshwater Biology"
173,"coarse","senesced","Platanus",34.41,-111.41,0.0081,8,"LeRoy and Marks 2006 Freshwater Biology"
174,"coarse","senesced","Populus",34.24,-111.38,0.01992,17.4,"LeRoy and Marks 2006 Freshwater Biology"
175,"coarse","senesced","Populus",35.02,-111.43,0.0206,7.9,"LeRoy and Marks 2006 Freshwater Biology"
176,"coarse","senesced","Populus",34.41,-111.41,0.0186,8,"LeRoy and Marks 2006 Freshwater Biology"
177,"coarse","senesced","Quercus",34.24,-111.38,0.0073,12.6,"LeRoy and Marks 2006 Freshwater Biology"
178,"coarse","senesced","Quercus",35.02,-111.43,0.0138,7.9,"LeRoy and Marks 2006 Freshwater Biology"
179,"coarse","senesced","Quercus",34.41,-111.41,0.0076,8,"LeRoy and Marks 2006 Freshwater Biology"
186,"coarse","senesced","Populus",34.49,-111.48,0.013975,7.1,"LeRoy et al. 2006 Ecology"
190,"coarse","senesced","Populus",41.08,-111.55,0.00905833333333333,2.4,"LeRoy et al. 2007 JNABS"
221,"coarse","green","Salix",-43.31,172.38,0.01635,13,"Collier & Winterbourn 1986"
222,"fine","green","Salix",-43.31,172.38,0.01155,13,"Collier & Winterbourn 1986"
225,"fine","senesced","Salix",50.56,-115.09,0.00195,5.25,"Mutch & Davies 1984"
226,"coarse","senesced","Salix",50.56,-115.09,0.01155,5.25,"Mutch & Davies 1984"
229,"fine","senesced","Quercus",35.08,-85.13,0.00281666666666667,13.7666666666667,"Stout & Coburn 1989"
230,"coarse","senesced","Quercus",35.08,-85.13,0.00361666666666667,13.7666666666667,"Stout & Coburn 1989"
257,"coarse","senesced","Cornus",35.0411,-83.2634,0.0234,10.5,"Webster & Waide 1982"
258,"coarse","senesced","Cornus",35.0401,-83.2634,0.021075,10.85,"Webster & Waide 1982"
259,"coarse","senesced","Cornus",35.0351,-83.2627,0.0185,10.1666666666667,"Webster & Waide 1982"
261,"coarse","senesced","Quercus",35.0411,-83.2624,0.007,10.9666666666667,"Webster & Waide 1982"
262,"coarse","senesced","Quercus",35.0401,-83.2634,0.0069,10.7333333333333,"Webster & Waide 1982"
263,"coarse","senesced","Quercus",35.0351,-83.2627,0.00756666666666667,10.1666666666667,"Webster & Waide 1982"
265,"coarse","senesced","Rhododendron",35.0411,-83.2624,0.00995,10.85,"Webster & Waide 1982"
266,"coarse","senesced","Rhododendron",35.0401,-83.2634,0.00605,10.85,"Webster & Waide 1982"
267,"coarse","senesced","Rhododendron",35.0351,-83.2627,0.00393333333333333,10.1666666666667,"Webster & Waide 1982"
272,"coarse","senesced","Cornus",35.0411,-83.2624,0.0256,11.2,"Webster & Waide 1982"
284,"coarse","senesced","Platanus",37.1413,-80.1604,0.0057,7.8,"Benfield et al. 1977"
285,"coarse","senesced","Acer",35.1606,-83.2324,0.0083,13.5,"Hagan et al. 2006"
286,"coarse","senesced","Acer",35.1219,-83.1603,0.018,NA,"Hagan et al. 2006"
287,"coarse","senesced","Acer",35.0513,-83.2739,0.0113,10.9,"Hagan et al. 2006"
288,"coarse","senesced","Acer",35.0701,-83.2514,0.0115,13.3,"Hagan et al. 2006"
289,"coarse","senesced","Acer",34.58,-83.233,0.014,12.3,"Hagan et al. 2006"
290,"coarse","senesced","Acer",35.0435,-83.2002,0.0121,11.6,"Hagan et al. 2006"
291,"coarse","senesced","Acer",35.0543,-83.2304,0.0053,13.6,"Hagan et al. 2006"
292,"coarse","senesced","Acer",35.0427,-83.2514,0.0138,12.3,"Hagan et al. 2006"
293,"coarse","senesced","Acer",35.0003,-83.2524,0.0121,11.7,"Hagan et al. 2006"
294,"coarse","senesced","Acer",35.0249,-83.2314,0.0093,14.4,"Hagan et al. 2006"
295,"coarse","senesced","Acer",35.0246,-83.2653,0.0059,10.7,"Hagan et al. 2006"
296,"coarse","senesced","Acer",35.0307,-83.2549,0.0107,10.2,"Hagan et al. 2006"
297,"coarse","senesced","Cornus",38.58,-79.39,0.02145,10.75,"Benfield and Webster 1985 Freshwater Biology"
298,"coarse","senesced","Acer",38.58,-79.39,0.011875,10.75,"Benfield and Webster 1985 Freshwater Biology"
299,"coarse","senesced","Quercus",38.58,-79.39,0.0084,10.75,"Benfield and Webster 1985 Freshwater Biology"
309,"coarse","senesced","Quercus",37.42,-80.26,0.0120857142857143,10.75,"Simon and Benfield 2001"
316,"coarse","senesced","Nothofagus",-41.08,-71.17,0.00533333333333333,6.93333333333333,"Albarino and Balseiro.2002.Aquatic Conservation"
317,"coarse","senesced","Pinus",-41.08,-71.17,0.0017,3.4,"Albarino and Balseiro.2002.Aquatic Conservation"
320,"coarse","senesced","Betula",42.42,-112.25,0.0186,5.3,"Royer & Minshall 2001 Freshwater Biology"
321,"coarse","senesced","Cornus",42.42,-112.25,0.0461,5.3,"Royer & Minshall 2001 Freshwater Biology"
322,"coarse","senesced","Populus",42.42,-112.25,0.0311,5.3,"Royer & Minshall 2001 Freshwater Biology"
323,"coarse","senesced","Ulmus",39.0507,-96.3403,0.0084,11.8333333333333,"Tate and Gurtz 1986"
327,"coarse","senesced","Ficus",12.55,75.21,0.0075,31,"Raviraja et al 1998 FW Biology"
328,"coarse","senesced","Ficus",12.53,75.2,0.0066,31,"Raviraja et al 1998 FW Biology"
329,"coarse","senesced","Eucalyptus",12.55,75.21,0.0074,31,"Raviraja et al 1998 FW Biology"
330,"coarse","senesced","Eucalyptus",12.53,75.2,0.0071,31,"Raviraja et al 1998 FW Biology"
335,"coarse","senesced","Populus",45.3422,84.4515,0.00395,7.8,"Rier et al. JNABS 2002"
337,"coarse","senesced","Alnus",46.3718,8.0149,0.0042,1,"Robinson and Jolidon 2005 JNABS"
338,"coarse","senesced","Alnus",46.2412,9.5547,0.00625,2.75,"Robinson and Jolidon 2005 JNABS"
339,"coarse","senesced","Alnus",46.2904,9.5001,0.009975,4.55,"Robinson and Jolidon 2005 JNABS"
344,"fine","senesced","Quercus",47.26,7.27,0.0043,8.4,"Rosset et al int rev ges hydrobiol 1982"
345,"fine","senesced","Larix",47.26,7.27,0.002,8.4,"Rosset et al int rev ges hydrobiol 1982"
346,"fine","senesced","Picea",47.26,7.27,0.0016,8.4,"Rosset et al int rev ges hydrobiol 1982"
350,"fine","senesced","Quercus",47.4,8.03,0.0036,5.6,"Rosset et al int rev ges hydrobiol 1982"
351,"fine","senesced","Larix",47.4,8.03,0.0017,5.6,"Rosset et al int rev ges hydrobiol 1982"
352,"fine","senesced","Picea",47.4,8.03,0.0015,5.6,"Rosset et al int rev ges hydrobiol 1982"
353,"fine","senesced","Quercus",47.02,8.02,0.0034,4.8,"Rosset et al int rev ges hydrobiol 1982"
354,"fine","senesced","Larix",47.02,8.02,0.0017,4.8,"Rosset et al int rev ges hydrobiol 1982"
355,"fine","senesced","Picea",47.02,8.02,0.0016,4.8,"Rosset et al int rev ges hydrobiol 1982"
356,"coarse","senesced","Quercus",47.26,7.27,0.011,8.1,"Rosset et al int rev ges hydrobiol 1982"
357,"coarse","senesced","Larix",47.26,7.27,0.006,8.1,"Rosset et al int rev ges hydrobiol 1982"
358,"coarse","senesced","Picea",47.26,7.27,0.0015,8.1,"Rosset et al int rev ges hydrobiol 1982"
359,"coarse","senesced","Quercus",47.22,7.35,0.013,8.7,"Rosset et al int rev ges hydrobiol 1982"
360,"coarse","senesced","Larix",47.22,7.35,0.007,8.7,"Rosset et al int rev ges hydrobiol 1982"
361,"coarse","senesced","Picea",47.22,7.35,0.0014,8.7,"Rosset et al int rev ges hydrobiol 1982"
362,"coarse","senesced","Quercus",47.4,8.03,0.017,5.6,"Rosset et al int rev ges hydrobiol 1982"
363,"coarse","senesced","Larix",47.4,8.03,0.0046,5.6,"Rosset et al int rev ges hydrobiol 1982"
364,"coarse","senesced","Picea",47.4,8.03,0.0015,5.6,"Rosset et al int rev ges hydrobiol 1982"
365,"coarse","senesced","Quercus",47.02,8.02,0.0044,4.8,"Rosset et al int rev ges hydrobiol 1982"
366,"coarse","senesced","Larix",47.02,8.02,0.0019,4.8,"Rosset et al int rev ges hydrobiol 1982"
367,"coarse","senesced","Picea",47.02,8.02,0.0014,4.8,"Rosset et al int rev ges hydrobiol 1982"
368,"coarse","senesced","Quercus",38.334,-79.54,0.00796666666666667,4.16666666666667,"Rowe et al. Freshwater Biol 1996"
369,"coarse","senesced","Acer",38.334,-79.54,0.00756666666666667,4.16666666666667,"Rowe et al. Freshwater Biol 1996"
370,"coarse","senesced","Liriodendron",38.334,-79.54,0.0033,4.16666666666667,"Rowe et al. Freshwater Biol 1996"
377,"coarse","senesced","Populus",42.39,-114.38,0.037,18.5,"Royer & Minshall 1997"
378,"coarse","senesced","Cornus",42.3523,-112.0825,0.039,3.1,"Royer et al. 1999 Hydrobiologia"
379,"coarse","senesced","Populus",42.3523,-112.0825,0.0341,3.1,"Royer et al. 1999 Hydrobiologia"
381,"coarse","senesced","Populus",43.2918,-113.5809,0.0323,1.5,"Royer et al. 1999 Hydrobiologia"
389,"coarse","senesced","Salix",45.0035,-92.505,0.0100166666666667,5.5,"Ruetz et al 2002 Oecologia"
395,"coarse","senesced","Acer",42.23,-86.07,0.04,4.7,"Ruetz et al 2006 Freshwat biol"
397,"coarse","senesced","Alnus",43.25,2.13,0.0471090909090909,7.81818181818182,"Lecerf and Chauvet 2008 Basic and App Ecol"
407,"fine","senesced","Alnus",43.25,2.13,0.0205,7.8,"Lecerf and Chauvet 2008 Basic and App Ecol"
417,"coarse","senesced","Alnus",49.16,-122.34,0.00445,5.58125,"Lecerf and Richardson 2010 For Ecol and Mgt"
433,"coarse","senesced","Alnus",44.13,1.52,0.1797,6.6,"Lecerf et al 2006 Arch Hydrobiol"
434,"coarse","senesced","Alnus",44.15,1.52,0.1758,7.4,"Lecerf et al 2006 Arch Hydrobiol"
435,"coarse","senesced","Alnus",44.03,1.54,0.1115,8.7,"Lecerf et al 2006 Arch Hydrobiol"
436,"coarse","senesced","Alnus",44.12,1.54,0.1582,6.8,"Lecerf et al 2006 Arch Hydrobiol"
437,"coarse","senesced","Alnus",44.16,1.48,0.1681,6.8,"Lecerf et al 2006 Arch Hydrobiol"
438,"coarse","senesced","Alnus",44.16,1.28,0.1626,7.2,"Lecerf et al 2006 Arch Hydrobiol"
439,"coarse","senesced","Alnus",43.54,1.45,0.0872,6.5,"Lecerf et al 2006 Arch Hydrobiol"
440,"coarse","senesced","Alnus",44.15,1.21,0.0397,7.6,"Lecerf et al 2006 Arch Hydrobiol"
441,"coarse","senesced","Alnus",44.03,1.26,0.0216,7.4,"Lecerf et al 2006 Arch Hydrobiol"
442,"fine","senesced","Alnus",44.13,1.52,0.018,6.6,"Lecerf et al 2006 Arch Hydrobiol"
443,"fine","senesced","Alnus",44.15,1.52,0.0199,7.4,"Lecerf et al 2006 Arch Hydrobiol"
444,"fine","senesced","Alnus",44.03,1.54,0.0192,8.7,"Lecerf et al 2006 Arch Hydrobiol"
445,"fine","senesced","Alnus",44.12,1.54,0.0158,6.8,"Lecerf et al 2006 Arch Hydrobiol"
446,"fine","senesced","Alnus",44.16,1.48,0.0171,6.8,"Lecerf et al 2006 Arch Hydrobiol"
447,"fine","senesced","Alnus",44.16,1.28,0.0177,7.2,"Lecerf et al 2006 Arch Hydrobiol"
448,"fine","senesced","Alnus",43.54,1.45,0.0167,6.5,"Lecerf et al 2006 Arch Hydrobiol"
449,"fine","senesced","Alnus",44.15,1.21,0.0191,7.6,"Lecerf et al 2006 Arch Hydrobiol"
450,"fine","senesced","Alnus",44.03,1.26,0.0188,7.4,"Lecerf et al 2006 Arch Hydrobiol"
451,"coarse","senesced","Quercus",42.8,0.35,0.0064,6.15,"Lecerf et al 2007 Can J Fish and Aq Sci"
455,"coarse","senesced","Quercus",53.22,1.49,0.01345,6.85,"Lecerf et al 2007 Can J Fish and Aq Sci"
459,"coarse","senesced","Fagus",43.25,2.13,0.00632,5.84,"Lecerf et al 2007 Ecology"
460,"coarse","senesced","Quercus",43.25,2.13,0.01215,8,"Lecerf et al 2007 Ecology"
462,"coarse","senesced","Acer",43.25,2.13,0.0499,8,"Lecerf et al 2007 Ecology"
463,"coarse","senesced","Betula",43.25,2.13,0.014,8,"Lecerf et al 2007 Ecology"
464,"coarse","senesced","Ulmus",43.25,2.13,0.0399,8,"Lecerf et al 2007 Ecology"
465,"coarse","senesced","Corylus",43.25,2.13,0.037,5.84,"Lecerf et al 2007 Ecology"
468,"coarse","senesced","Fraxinus",43.25,2.13,0.05602,5.84,"Lecerf et al 2007 Ecology"
494,"coarse","senesced","Fagus",45.23,25.33,0.0015,1.5,"Lecerf et al 2007 Ecology"
495,"coarse","senesced","Quercus",45.23,25.33,0.00255,1.5,"Lecerf et al 2007 Ecology"
497,"coarse","senesced","Acer",45.23,25.33,0.0067,1.5,"Lecerf et al 2007 Ecology"
498,"coarse","senesced","Betula",45.23,25.33,0.0064,1.5,"Lecerf et al 2007 Ecology"
499,"coarse","senesced","Ulmus",45.23,25.33,0.0155,1.5,"Lecerf et al 2007 Ecology"
500,"coarse","senesced","Corylus",45.23,25.33,0.0035,1.5,"Lecerf et al 2007 Ecology"
501,"coarse","senesced","Alnus",45.23,25.33,0.0134,1.5,"Lecerf et al 2007 Ecology"
503,"coarse","senesced","Fraxinus",45.23,25.33,0.0122,1.5,"Lecerf et al 2007 Ecology"
557,"coarse","senesced","Eucalyptus",-35,136.41,0.01235,17.5,"Towns 1991 FW Biology"
561,"coarse","senesced","Alnus",47.5,8.48,0.0155777777777778,5.9,"Tiegs et al 2008 JNABS"
570,"fine","senesced","Alnus",47.5,8.48,0.0129777777777778,5.9,"Tiegs et al 2008 JNABS"
580,"coarse","senesced","Ficus",10.26,-84.01,0.07,25.4571428571429,"Ardon and Pringle 2008"
605,"coarse","senesced","Cornus",35,-83.3,0.017,9.2,"Ardon et al. 2009 JNABS"
606,"coarse","senesced","Liriodendron",35,-83.3,0.01778,8.98,"Ardon et al. 2009 JNABS"
607,"coarse","senesced","Liquidambar",35,-83.3,0.008,9.2,"Ardon et al. 2009 JNABS"
608,"coarse","senesced","Acer",35,-83.3,0.0185533333333333,10.46,"Ardon et al. 2009 JNABS"
609,"coarse","senesced","Quercus",35,-83.3,0.007025,9.375,"Ardon et al. 2009 JNABS"
610,"coarse","senesced","Rhododendron",35,-83.3,0.00470909090909091,10.9272727272727,"Ardon et al. 2009 JNABS"
611,"coarse","senesced","Pinus",35,-83.3,0.003,12.7,"Ardon et al. 2009 JNABS"
616,"coarse","senesced","Alnus",44.1504,1.5201,0.0124,8.9,"Baldy et al. 2007 Freshwater Biology"
617,"coarse","senesced","Alnus",44.1617,1.2802,0.0025,7.9,"Baldy et al. 2007 Freshwater Biology"
618,"coarse","senesced","Alnus",44.5441,1.4545,0.0043,7.5,"Baldy et al. 2007 Freshwater Biology"
619,"coarse","senesced","Alnus",44.0915,1.3129,0.0028,8.8,"Baldy et al. 2007 Freshwater Biology"
620,"coarse","senesced","Alnus",44.1534,1.2148,0.0046,7.6,"Baldy et al. 2007 Freshwater Biology"
621,"coarse","senesced","Alnus",44.0307,1.2643,0.00705,7.15,"Baldy et al. 2007 Freshwater Biology"
623,"coarse","green","Alnus",46.75,-115.56,0.0078,4.1,"Braatne et al. 2007. International Review Hydrobiologia"
624,"coarse","green","Populus",46.75,-115.56,0.008,4.1,"Braatne et al. 2007. International Review Hydrobiologia"
627,"coarse","senesced","Eucalyptus",-32.31,116.02,0.00075,15.75,"Bunn 1998. Hydrobiologia"
629,"fine","senesced","Eucalyptus",-32.31,116.02,9e-04,16,"Bunn 1998. Hydrobiologia"
633,"coarse","green","Salix",-31.4,-60.33,0.0119,16.9,"Capello et al. 2004. Amazonia"
635,"coarse","green","Eucalyptus",-31.4,-60.33,0.0131,16.9,"Galizzi and Marchese 2009. Hidrobiologica"
637,"coarse","senesced","Eucalyptus",-27.37,-52.16,0.005,20.1,"Hepp et al. 2009. Acta botanica brasilica"
652,"coarse","senesced","Acer",35,-83.25,0.0126,12.0076923076923,"Whiles & Wallace  1997"
656,"coarse","senesced","Pinus",35,-83.25,0.0074,11.75,"Whiles & Wallace  1997"
660,"coarse","senesced","Nothofagus",-41.08,-71,0.008,9.3,"Buria et al. 2010. Hydrobiologia"
782,"coarse","senesced","Platanus",37.0919,-3.2613,0.0064,10.9,"Casasetal_Reg-Riv-Res-Manage_2000"
783,"coarse","senesced","Platanus",37.0938,-3.292,0.0109,11.5,"Casasetal_Reg-Riv-Res-Manage_2000"
784,"coarse","senesced","Populus",37.0919,-3.2613,0.0151,10.9,"Casasetal_Reg-Riv-Res-Manage_2000"
785,"coarse","senesced","Populus",37.0938,-3.292,0.0224,11.5,"Casasetal_Reg-Riv-Res-Manage_2000"
786,"coarse","senesced","Salix",37.0919,-3.2613,0.0258,10.9,"Casasetal_Reg-Riv-Res-Manage_2000"
